,주가,거래량,OBV,기관_순매수누적,외국인_순매수누적,유로,달러,엔화,위안,소비자심리지수,자동차판매,예상종가
20131223_01,283000,128619,7785669,-810450,2994486,1450.92,1061,1020.58,174.76,108.53,91.8,281500
20131223_02,284750,128619,7785669,-810450,2994486,1450.92,1061,1020.58,174.76,108.53,91.8,281500
20131223_03,286500,128619,7785669,-810450,2994486,1450.92,1061,1020.58,174.76,108.53,91.8,281500
20131224_01,285500,104971,7890640,-791994,2986247,1448.03,1058.5,1015.35,174.38,108.47,91.91,285000
20131224_02,286750,104971,7890640,-791994,2986247,1448.03,1058.5,1015.35,174.38,108.47,91.91,285000
20131224_03,288000,104971,7890640,-791994,2986247,1448.03,1058.5,1015.35,174.38,108.47,91.91,285000
20131226_01,286500,123487,8014127,-771768,2977341,1449.35,1059,1010.79,174.42,108.41,92,287000
20131226_02,288000,123487,8014127,-771768,2977341,1449.35,1059,1010.79,174.42,108.41,92,287000
20131226_03,289500,123487,8014127,-771768,2977341,1449.35,1059,1010.79,174.42,108.41,92,287000
20131227_01,285500,78932,8093059,-772119,2977672,1454.58,1054.5,1006.68,173.73,108.34,92.1,288500
20131227_02,288000,78932,8093059,-772119,2977672,1454.58,1054.5,1006.68,173.73,108.34,92.1,288500
20131227_03,290500,78932,8093059,-772119,2977672,1454.58,1054.5,1006.68,173.73,108.34,92.1,288500
20131230_01,287000,155784,8248843,-757292,2971669,1447.61,1053.5,1000.28,173.73,108.27,92.18,289000
20131230_02,291000,155784,8248843,-757292,2971669,1447.61,1053.5,1000.28,173.73,108.27,92.18,289000
20131230_03,295000,155784,8248843,-757292,2971669,1447.61,1053.5,1000.28,173.73,108.27,92.18,289000
20140102_01,277500,244998,8003845,-756506,2952369,1442.44,1050.5,997.15,173.61,108.2,92.26,293500
20140102_02,287250,244998,8003845,-756506,2952369,1442.44,1050.5,997.15,173.61,108.2,92.26,293500
20140102_03,297000,244998,8003845,-756506,2952369,1442.44,1050.5,997.15,173.61,108.2,92.26,293500
20140103_01,274000,229897,7773948,-752052,2932685,1438.81,1055,1011.02,174.36,108.13,92.34,279000
20140103_02,278000,229897,7773948,-752052,2932685,1438.81,1055,1011.02,174.36,108.13,92.34,279000
20140103_03,282000,229897,7773948,-752052,2932685,1438.81,1055,1011.02,174.36,108.13,92.34,279000
20140106_01,273000,129770,7903718,-748237,2929686,1449.33,1066,1019.61,176.15,108.05,92.41,276000
20140106_02,277500,129770,7903718,-748237,2929686,1449.33,1066,1019.61,176.15,108.05,92.41,276000
20140106_03,282000,129770,7903718,-748237,2929686,1449.33,1066,1019.61,176.15,108.05,92.41,276000
20140107_01,277500,149264,7754454,-746513,2920561,1455.94,1068.5,1024.35,176.53,107.99,92.47,279500
20140107_02,280750,149264,7754454,-746513,2920561,1455.94,1068.5,1024.35,176.53,107.99,92.47,279500
20140107_03,284000,149264,7754454,-746513,2920561,1455.94,1068.5,1024.35,176.53,107.99,92.47,279500
20140108_01,274000,160529,7593925,-740667,2910545,1450.51,1066,1015.24,176.16,107.92,92.53,277500
20140108_02,276500,160529,7593925,-740667,2910545,1450.51,1066,1015.24,176.16,107.92,92.53,277500
20140108_03,279000,160529,7593925,-740667,2910545,1450.51,1066,1015.24,176.16,107.92,92.53,277500
20140109_01,270000,252877,7341048,-731890,2895204,1446.74,1063,1013.35,175.56,107.86,92.58,276000
20140109_02,275000,252877,7341048,-731890,2895204,1446.74,1063,1013.35,175.56,107.86,92.58,276000
20140109_03,280000,252877,7341048,-731890,2895204,1446.74,1063,1013.35,175.56,107.86,92.58,276000
20140110_01,272000,144806,7485854,-738280,2905794,1443.6,1061,1011.15,175.29,107.81,92.62,270000
20140110_02,275000,144806,7485854,-738280,2905794,1443.6,1061,1011.15,175.29,107.81,92.62,270000
20140110_03,278000,144806,7485854,-738280,2905794,1443.6,1061,1011.15,175.29,107.81,92.62,270000
20140113_01,275000,177715,7663569,-734441,2902473,1443.02,1056,1021.08,174.66,107.77,92.65,273500
20140113_02,279000,177715,7663569,-734441,2902473,1443.02,1056,1021.08,174.66,107.77,92.65,273500
20140113_03,283000,177715,7663569,-734441,2902473,1443.02,1056,1021.08,174.66,107.77,92.65,273500
20140114_01,277000,202304,7865873,-724782,2889657,1449.98,1059,1023.78,175.24,107.73,92.68,279500
20140114_02,281250,202304,7865873,-724782,2889657,1449.98,1059,1023.78,175.24,107.73,92.68,279500
20140114_03,285500,202304,7865873,-724782,2889657,1449.98,1059,1023.78,175.24,107.73,92.68,279500
20140115_01,279500,101282,7764591,-723142,2887163,1448.08,1062.5,1018.11,175.72,107.71,92.69,280000
20140115_02,282250,101282,7764591,-723142,2887163,1448.08,1062.5,1018.11,175.72,107.71,92.69,280000
20140115_03,285000,101282,7764591,-723142,2887163,1448.08,1062.5,1018.11,175.72,107.71,92.69,280000
20140116_01,279000,129061,7893652,-720449,2881962,1446.36,1063.5,1015.27,175.62,107.7,92.7,280000
20140116_02,281250,129061,7893652,-720449,2881962,1446.36,1063.5,1015.27,175.62,107.7,92.7,280000
20140116_03,283500,129061,7893652,-720449,2881962,1446.36,1063.5,1015.27,175.62,107.7,92.7,280000
20140117_01,282500,213956,8107608,-728253,2892234,1443.64,1061.5,1017.35,175.38,107.7,92.7,281500
20140117_02,285000,213956,8107608,-728253,2892234,1443.64,1061.5,1017.35,175.38,107.7,92.7,281500
20140117_03,287500,213956,8107608,-728253,2892234,1443.64,1061.5,1017.35,175.38,107.7,92.7,281500
20140120_01,280500,145866,8253474,-720924,2885898,1442.57,1064,1021.41,175.8,107.71,92.69,283500
20140120_02,284750,145866,8253474,-720924,2885898,1442.57,1064,1021.41,175.8,107.71,92.69,283500
20140120_03,289000,145866,8253474,-720924,2885898,1442.57,1064,1021.41,175.8,107.71,92.69,283500
20140121_01,286000,214166,8467640,-704358,2877225,1444.18,1067,1019.2,176.35,107.72,92.68,287000
20140121_02,290500,214166,8467640,-704358,2877225,1444.18,1067,1019.2,176.35,107.72,92.68,287000
20140121_03,295000,214166,8467640,-704358,2877225,1444.18,1067,1019.2,176.35,107.72,92.68,287000
20140122_01,289000,142503,8325137,-688550,2861410,1444.4,1067,1023.01,176.35,107.74,92.66,292500
20140122_02,292000,142503,8325137,-688550,2861410,1444.4,1067,1023.01,176.35,107.74,92.66,292500
20140122_03,295000,142503,8325137,-688550,2861410,1444.4,1067,1023.01,176.35,107.74,92.66,292500
20140123_01,288500,162415,8162722,-669892,2844440,1465.66,1075,1029.79,177.65,107.77,92.63,292000
20140123_02,291500,162415,8162722,-669892,2844440,1465.66,1075,1029.79,177.65,107.77,92.63,292000
20140123_03,294500,162415,8162722,-669892,2844440,1465.66,1075,1029.79,177.65,107.77,92.63,292000
20140124_01,285000,151633,8314355,-658640,2835171,1476.54,1079.5,1048.16,178.51,107.79,92.61,292000
20140124_02,288750,151633,8314355,-658640,2835171,1476.54,1079.5,1048.16,178.51,107.79,92.61,292000
20140124_03,292500,151633,8314355,-658640,2835171,1476.54,1079.5,1048.16,178.51,107.79,92.61,292000
20140127_01,284500,348829,8663184,-606576,2795136,1482.48,1082.5,1056.2,178.96,107.82,92.58,292500
20140127_02,294750,348829,8663184,-606576,2795136,1482.48,1082.5,1056.2,178.96,107.82,92.58,292500
20140127_03,305000,348829,8663184,-606576,2795136,1482.48,1082.5,1056.2,178.96,107.82,92.58,292500
20140128_01,295000,506403,9169587,-524916,2748510,1472.76,1078,1047.31,178.18,107.86,92.54,294000
20140128_02,302000,506403,9169587,-524916,2748510,1472.76,1078,1047.31,178.18,107.86,92.54,294000
20140128_03,309000,506403,9169587,-524916,2748510,1472.76,1078,1047.31,178.18,107.86,92.54,294000
20140129_01,302500,295050,9464637,-520200,2758300,1466.5,1072,1039.16,177.03,107.89,92.51,304500
20140129_02,307750,295050,9464637,-520200,2758300,1466.5,1072,1039.16,177.03,107.89,92.51,304500
20140129_03,313000,295050,9464637,-520200,2758300,1466.5,1072,1039.16,177.03,107.89,92.51,304500
20140203_01,298000,339987,9124650,-473161,2701410,1465.67,1086,1063.35,179.18,107.93,92.47,310000
20140203_02,301000,339987,9124650,-473161,2701410,1465.67,1086,1063.35,179.18,107.93,92.47,310000
20140203_03,304000,339987,9124650,-473161,2701410,1465.67,1086,1063.35,179.18,107.93,92.47,310000
20140204_01,295500,295488,8829162,-439099,2656425,1460.57,1081.5,1067.62,178.44,107.96,92.44,301000
20140204_02,298500,295488,8829162,-439099,2656425,1460.57,1081.5,1067.62,178.44,107.96,92.44,301000
20140204_03,301500,295488,8829162,-439099,2656425,1460.57,1081.5,1067.62,178.44,107.96,92.44,301000
20140205_01,299000,222159,9051321,-434904,2666060,1457.78,1078,1063.64,177.86,108,92.4,295500
20140205_02,304000,222159,9051321,-434904,2666060,1457.78,1078,1063.64,177.86,108,92.4,295500
20140205_03,309000,222159,9051321,-434904,2666060,1457.78,1078,1063.64,177.86,108,92.4,295500
20140206_01,303000,214826,8836495,-431278,2660684,1458.99,1078.5,1063.4,177.94,108.03,92.37,307500
20140206_02,307000,214826,8836495,-431278,2660684,1458.99,1078.5,1063.4,177.94,108.03,92.37,307500
20140206_03,311000,214826,8836495,-431278,2660684,1458.99,1078.5,1063.4,177.94,108.03,92.37,307500
20140207_01,303000,170925,9007420,-419635,2656380,1459.02,1075.5,1054.1,177.38,108.07,92.33,306000
20140207_02,306500,170925,9007420,-419635,2656380,1459.02,1075.5,1054.1,177.38,108.07,92.33,306000
20140207_03,310000,170925,9007420,-419635,2656380,1459.02,1075.5,1054.1,177.38,108.07,92.33,306000
20140210_01,303500,139557,9146977,-417401,2662278,1463.32,1072.5,1049.41,176.97,108.1,92.3,309500
20140210_02,309000,139557,9146977,-417401,2662278,1463.32,1072.5,1049.41,176.97,108.1,92.3,309500
20140210_03,314500,139557,9146977,-417401,2662278,1463.32,1072.5,1049.41,176.97,108.1,92.3,309500
20140211_01,310000,150238,8996739,-421157,2671430,1458.12,1066.5,1042.52,176.01,108.13,92.27,313000
20140211_02,314500,150238,8996739,-421157,2671430,1458.12,1066.5,1042.52,176.01,108.13,92.27,313000
20140211_03,319000,150238,8996739,-421157,2671430,1458.12,1066.5,1042.52,176.01,108.13,92.27,313000
20140212_01,306000,216539,8780200,-435013,2686735,1446.52,1061.2,1035.32,175.1,108.15,92.25,312000
20140212_02,310500,216539,8780200,-435013,2686735,1446.52,1061.2,1035.32,175.1,108.15,92.25,312000
20140212_03,315000,216539,8780200,-435013,2686735,1446.52,1061.2,1035.32,175.1,108.15,92.25,312000
20140213_01,309500,109420,8889620,-426189,2685620,1449.32,1063.8,1042.23,175.48,108.17,92.23,310000
20140213_02,312500,109420,8889620,-426189,2685620,1449.32,1063.8,1042.23,175.48,108.17,92.23,310000
20140213_03,315500,109420,8889620,-426189,2685620,1449.32,1063.8,1042.23,175.48,108.17,92.23,310000
20140214_01,311000,98281,8987901,-421978,2684525,1452.2,1060,1040.85,174.81,108.19,92.21,313500
20140214_02,314500,98281,8987901,-421978,2684525,1452.2,1060,1040.85,174.81,108.19,92.21,313500
20140214_03,318000,98281,8987901,-421978,2684525,1452.2,1060,1040.85,174.81,108.19,92.21,313500
20140217_01,305500,245086,8742815,-417725,2655205,1452.46,1060.5,1040.62,174.92,108.2,92.2,317500
20140217_02,311250,245086,8742815,-417725,2655205,1452.46,1060.5,1040.62,174.92,108.2,92.2,317500
20140217_03,317000,245086,8742815,-417725,2655205,1452.46,1060.5,1040.62,174.92,108.2,92.2,317500
20140218_01,302000,168053,8574762,-421525,2652456,1461.15,1065.6,1040.52,175.72,108.2,92.2,306500
20140218_02,305250,168053,8574762,-421525,2652456,1461.15,1065.6,1040.52,175.72,108.2,92.2,306500
20140218_03,308500,168053,8574762,-421525,2652456,1461.15,1065.6,1040.52,175.72,108.2,92.2,306500
20140219_01,299500,181363,8393399,-422177,2647355,1465.12,1065,1042.58,175.31,108.2,92.2,306000
20140219_02,302250,181363,8393399,-422177,2647355,1465.12,1065,1042.58,175.31,108.2,92.2,306000
20140219_03,305000,181363,8393399,-422177,2647355,1465.12,1065,1042.58,175.31,108.2,92.2,306000
20140220_01,301000,158953,8552352,-434895,2671109,1473.23,1074.8,1056.31,176.67,108.2,92.21,305000
20140220_02,304500,158953,8552352,-434895,2671109,1473.23,1074.8,1056.31,176.67,108.2,92.21,305000
20140220_03,308000,158953,8552352,-434895,2671109,1473.23,1074.8,1056.31,176.67,108.2,92.21,305000
20140221_01,308500,121383,8673735,-429410,2676736,1468.6,1071.5,1046.59,175.97,108.2,92.23,307500
20140221_02,310500,121383,8673735,-429410,2676736,1468.6,1071.5,1046.59,175.97,108.2,92.23,307500
20140221_03,312500,121383,8673735,-429410,2676736,1468.6,1071.5,1046.59,175.97,108.2,92.23,307500
20140224_01,308000,74417,8599318,-436445,2682632,1475.16,1073,1048.36,175.95,108.2,92.25,312500
20140224_02,310000,74417,8599318,-436445,2682632,1475.16,1073,1048.36,175.95,108.2,92.25,312500
20140224_03,312000,74417,8599318,-436445,2682632,1475.16,1073,1048.36,175.95,108.2,92.25,312500
20140225_01,309500,120182,8719500,-430256,2678766,1475.7,1073,1048.88,175.07,108.19,92.27,311500
20140225_02,311750,120182,8719500,-430256,2678766,1475.7,1073,1048.88,175.07,108.19,92.27,311500
20140225_03,314000,120182,8719500,-430256,2678766,1475.7,1073,1048.88,175.07,108.19,92.27,311500
20140226_01,301500,161805,8557695,-416299,2666342,1465.48,1066.5,1042.11,174.15,108.19,92.3,313000
20140226_02,307250,161805,8557695,-416299,2666342,1465.48,1066.5,1042.11,174.15,108.19,92.3,313000
20140226_03,313000,161805,8557695,-416299,2666342,1465.48,1066.5,1042.11,174.15,108.19,92.3,313000
20140227_01,306500,175227,8382468,-414524,2657406,1458.21,1067.5,1043.91,174.14,108.19,92.33,311500
20140227_02,309000,175227,8382468,-414524,2657406,1458.21,1067.5,1043.91,174.14,108.19,92.33,311500
20140227_03,311500,175227,8382468,-414524,2657406,1458.21,1067.5,1043.91,174.14,108.19,92.33,311500
20140228_01,308500,166105,8548573,-418478,2673261,1463.86,1067.5,1049.04,173.58,108.18,92.37,308000
20140228_02,311000,166105,8548573,-418478,2673261,1463.86,1067.5,1049.04,173.58,108.18,92.37,308000
20140228_03,313500,166105,8548573,-418478,2673261,1463.86,1067.5,1049.04,173.58,108.18,92.37,308000
20140303_01,307000,128067,8420506,-410709,2665370,1475.1,1070.7,1056.54,174.07,108.18,92.4,313500
20140303_02,310000,128067,8420506,-410709,2665370,1475.1,1070.7,1056.54,174.07,108.18,92.4,313500
20140303_03,313000,128067,8420506,-410709,2665370,1475.1,1070.7,1056.54,174.07,108.18,92.4,313500
20140304_01,302500,203119,8217387,-400637,2637116,1473.59,1071,1051.65,174.79,108.18,92.44,312000
20140304_02,305250,203119,8217387,-400637,2637116,1473.59,1071,1051.65,174.79,108.18,92.44,312000
20140304_03,308000,203119,8217387,-400637,2637116,1473.59,1071,1051.65,174.79,108.18,92.44,312000
20140305_01,301000,176813,8040574,-396245,2626468,1470.65,1070.5,1045.31,174.77,108.17,92.48,303000
20140305_02,304000,176813,8040574,-396245,2626468,1470.65,1070.5,1045.31,174.77,108.17,92.48,303000
20140305_03,307000,176813,8040574,-396245,2626468,1470.65,1070.5,1045.31,174.77,108.17,92.48,303000
20140306_01,301500,113246,8153820,-400570,2633389,1461.5,1065,1036.8,174.43,108.17,92.51,302000
20140306_02,303500,113246,8153820,-400570,2633389,1461.5,1065,1036.8,174.43,108.17,92.51,302000
20140306_03,305500,113246,8153820,-400570,2633389,1461.5,1065,1036.8,174.43,108.17,92.51,302000
20140307_01,301500,96695,8057125,-408022,2639211,1471.99,1061.2,1031.19,173.9,108.16,92.55,304000
20140307_02,303250,96695,8057125,-408022,2639211,1471.99,1061.2,1031.19,173.9,108.16,92.55,304000
20140307_03,305000,96695,8057125,-408022,2639211,1471.99,1061.2,1031.19,173.9,108.16,92.55,304000
20140310_01,299000,98645,7958480,-411640,2638459,1480.42,1066.2,1032.94,174.01,108.15,92.58,303500
20140310_02,301500,98645,7958480,-411640,2638459,1480.42,1066.2,1032.94,174.01,108.15,92.58,303500
20140310_03,304000,98645,7958480,-411640,2638459,1480.42,1066.2,1032.94,174.01,108.15,92.58,303500
20140311_01,298000,102047,8060527,-407408,2633030,1475.24,1065,1030.98,173.78,108.15,92.61,301000
20140311_02,301000,102047,8060527,-407408,2633030,1475.24,1065,1030.98,173.78,108.15,92.61,301000
20140311_03,304000,102047,8060527,-407408,2633030,1475.24,1065,1030.98,173.78,108.15,92.61,301000
20140312_01,298000,129551,7930976,-414223,2633889,1484.63,1071.7,1041.8,174.37,108.14,92.64,303500
20140312_02,301500,129551,7930976,-414223,2633889,1484.63,1071.7,1041.8,174.37,108.14,92.64,303500
20140312_03,305000,129551,7930976,-414223,2633889,1484.63,1071.7,1041.8,174.37,108.14,92.64,303500
20140313_01,295500,133774,7797202,-416886,2628699,1490.18,1068,1042.66,174.12,108.13,92.66,299500
20140313_02,298500,133774,7797202,-416886,2628699,1490.18,1068,1042.66,174.12,108.13,92.66,299500
20140313_03,301500,133774,7797202,-416886,2628699,1490.18,1068,1042.66,174.12,108.13,92.66,299500
20140314_01,291500,147983,7945185,-410823,2625619,1485.53,1070.5,1053.02,174.03,108.12,92.68,295500
20140314_02,295000,147983,7945185,-410823,2625619,1485.53,1070.5,1053.02,174.03,108.12,92.68,295500
20140314_03,298500,147983,7945185,-410823,2625619,1485.53,1070.5,1053.02,174.03,108.12,92.68,295500
20140317_01,294500,105594,8050779,-401187,2621069,1483.01,1067.3,1049.15,173.03,108.11,92.69,296000
20140317_02,299000,105594,8050779,-401187,2621069,1483.01,1067.3,1049.15,173.03,108.11,92.69,296000
20140317_03,303500,105594,8050779,-401187,2621069,1483.01,1067.3,1049.15,173.03,108.11,92.69,296000
20140318_01,299000,79798,8130577,-403198,2624505,1489.45,1070.7,1055.4,173.27,108.11,92.7,301000
20140318_02,301250,79798,8130577,-403198,2624505,1489.45,1070.7,1055.4,173.27,108.11,92.7,301000
20140318_03,303500,79798,8130577,-403198,2624505,1489.45,1070.7,1055.4,173.27,108.11,92.7,301000
20140319_01,300000,89616,8220193,-402793,2630049,1487.41,1069,1052.37,172.73,108.09,92.7,302000
20140319_02,303000,89616,8220193,-402793,2630049,1487.41,1069,1052.37,172.73,108.09,92.7,302000
20140319_03,306000,89616,8220193,-402793,2630049,1487.41,1069,1052.37,172.73,108.09,92.7,302000
20140320_01,299000,99142,8121051,-404710,2636791,1486.57,1075.2,1050,173.34,108.04,92.67,304000
20140320_02,301500,99142,8121051,-404710,2636791,1486.57,1075.2,1050,173.34,108.04,92.67,304000
20140320_03,304000,99142,8121051,-404710,2636791,1486.57,1075.2,1050,173.34,108.04,92.67,304000
20140321_01,300000,97460,8218511,-404655,2637587,1489.1,1080,1057.48,173.94,107.94,92.61,299000
20140321_02,302500,97460,8218511,-404655,2637587,1489.1,1080,1057.48,173.94,107.94,92.61,299000
20140321_03,305000,97460,8218511,-404655,2637587,1489.1,1080,1057.48,173.94,107.94,92.61,299000
20140324_01,301000,91645,8310156,-402733,2637814,1485.85,1076.7,1049.82,174.07,107.79,92.52,301500
20140324_02,303250,91645,8310156,-402733,2637814,1485.85,1076.7,1049.82,174.07,107.79,92.52,301500
20140324_03,305500,91645,8310156,-402733,2637814,1485.85,1076.7,1049.82,174.07,107.79,92.52,301500
20140325_01,300500,90408,8400564,-391210,2630807,1491.38,1077.9,1054.59,174.26,107.61,92.41,303000
20140325_02,303250,90408,8400564,-391210,2630807,1491.38,1077.9,1054.59,174.26,107.61,92.41,303000
20140325_03,306000,90408,8400564,-391210,2630807,1491.38,1077.9,1054.59,174.26,107.61,92.41,303000
20140326_01,304000,179837,8580401,-378314,2633096,1483.81,1075.3,1051.23,173.51,107.4,92.28,306000
20140326_02,308250,179837,8580401,-378314,2633096,1483.81,1075.3,1051.23,173.51,107.4,92.28,306000
20140326_03,312500,179837,8580401,-378314,2633096,1483.81,1075.3,1051.23,173.51,107.4,92.28,306000
20140327_01,310500,181506,8761907,-384579,2653060,1475.96,1072.8,1050.63,172.76,107.16,92.13,312500
20140327_02,314250,181506,8761907,-384579,2653060,1475.96,1072.8,1050.63,172.76,107.16,92.13,312500
20140327_03,318000,181506,8761907,-384579,2653060,1475.96,1072.8,1050.63,172.76,107.16,92.13,312500
20140328_01,314500,151010,8912917,-384638,2664713,1465.28,1069,1046.4,172.23,106.9,91.97,317000
20140328_02,317000,151010,8912917,-384638,2664713,1465.28,1069,1046.4,172.23,106.9,91.97,317000
20140328_03,319500,151010,8912917,-384638,2664713,1465.28,1069,1046.4,172.23,106.9,91.97,317000
20140331_01,311500,171313,8741604,-387253,2668060,1460.73,1062.5,1030.05,170.92,106.63,91.8,318000
20140331_02,315000,171313,8741604,-387253,2668060,1460.73,1062.5,1030.05,170.92,106.63,91.8,318000
20140331_03,318500,171313,8741604,-387253,2668060,1460.73,1062.5,1030.05,170.92,106.63,91.8,318000
20140401_01,314000,180604,8922208,-389841,2680017,1459.93,1058,1023.9,170.48,106.35,91.62,315000
20140401_02,316750,180604,8922208,-389841,2680017,1459.93,1058,1023.9,170.48,106.35,91.62,315000
20140401_03,319500,180604,8922208,-389841,2680017,1459.93,1058,1023.9,170.48,106.35,91.62,315000
20140402_01,316000,134538,9056746,-389427,2684003,1458.71,1057.8,1018.98,170.57,106.06,91.44,318500
20140402_02,319000,134538,9056746,-389427,2684003,1458.71,1057.8,1018.98,170.57,106.06,91.44,318500
20140402_03,322000,134538,9056746,-389427,2684003,1458.71,1057.8,1018.98,170.57,106.06,91.44,318500
20140403_01,312000,156731,8900015,-386242,2686427,1455.06,1057.3,1017.32,170.3,105.77,91.25,321000
20140403_02,317750,156731,8900015,-386242,2686427,1455.06,1057.3,1017.32,170.3,105.77,91.25,321000
20140403_03,323500,156731,8900015,-386242,2686427,1455.06,1057.3,1017.32,170.3,105.77,91.25,321000
20140404_01,314000,223843,9123858,-384838,2682564,1444.87,1054.8,1015.5,169.63,105.49,91.07,315500
20140404_02,316250,223843,9123858,-384838,2682564,1444.87,1054.8,1015.5,169.63,105.49,91.07,315500
20140404_03,318500,223843,9123858,-384838,2682564,1444.87,1054.8,1015.5,169.63,105.49,91.07,315500
20140407_01,309000,204942,8918916,-388364,2676533,1446.9,1054.9,1023.08,169.76,105.22,90.9,316500
20140407_02,314500,204942,8918916,-388364,2676533,1446.9,1054.9,1023.08,169.76,105.22,90.9,316500
20140407_03,320000,204942,8918916,-388364,2676533,1446.9,1054.9,1023.08,169.76,105.22,90.9,316500
20140408_01,312000,119426,9038342,-378721,2667236,1443.82,1048.3,1021.64,169.02,104.97,90.73,314000
20140408_02,314750,119426,9038342,-378721,2667236,1443.82,1048.3,1021.64,169.02,104.97,90.73,314000
20140408_03,317500,119426,9038342,-378721,2667236,1443.82,1048.3,1021.64,169.02,104.97,90.73,314000
20140409_01,309500,175423,8862919,-384391,2668976,1433.4,1039.3,1018.62,167.86,104.74,90.58,315500
20140409_02,313250,175423,8862919,-384391,2668976,1433.4,1039.3,1018.62,167.86,104.74,90.58,315500
20140409_03,317000,175423,8862919,-384391,2668976,1433.4,1039.3,1018.62,167.86,104.74,90.58,315500
20140410_01,301500,391646,8471273,-418299,2660480,1438.29,1037.5,1020.56,167.19,104.54,90.44,315000
20140410_02,308250,391646,8471273,-418299,2660480,1438.29,1037.5,1020.56,167.19,104.54,90.44,315000
20140410_03,315000,391646,8471273,-418299,2660480,1438.29,1037.5,1020.56,167.19,104.54,90.44,315000
20140411_01,300000,278367,8192906,-409421,2624463,1439,1036,1018.18,166.78,104.37,90.32,306500
20140411_02,301750,278367,8192906,-409421,2624463,1439,1036,1018.18,166.78,104.37,90.32,306500
20140411_03,303500,278367,8192906,-409421,2624463,1439,1036,1018.18,166.78,104.37,90.32,306500
20140414_01,300000,136968,8329874,-396724,2621139,1438.28,1040.5,1023.51,167.22,104.23,90.22,301000
20140414_02,303500,136968,8329874,-396724,2621139,1438.28,1040.5,1023.51,167.22,104.23,90.22,301000
20140414_03,307000,136968,8329874,-396724,2621139,1438.28,1040.5,1023.51,167.22,104.23,90.22,301000
20140415_01,302500,168685,8161189,-377929,2606288,1436.85,1041.5,1023.39,167.27,104.14,90.15,306000
20140415_02,306750,168685,8161189,-377929,2606288,1436.85,1041.5,1023.39,167.27,104.14,90.15,306000
20140415_03,311000,168685,8161189,-377929,2606288,1436.85,1041.5,1023.39,167.27,104.14,90.15,306000
20140416_01,302500,103877,8265066,-364898,2597865,1438.53,1038.8,1015.15,166.85,104.1,90.11,306000
20140416_02,305250,103877,8265066,-364898,2597865,1438.53,1038.8,1015.15,166.85,104.1,90.11,306000
20140416_03,308000,103877,8265066,-364898,2597865,1438.53,1038.8,1015.15,166.85,104.1,90.11,306000
20140417_01,304000,103324,8368390,-359269,2597769,1438.08,1039,1018.23,166.99,104.11,90.09,307000
20140417_02,306500,103324,8368390,-359269,2597769,1438.08,1039,1018.23,166.99,104.11,90.09,307000
20140417_03,309000,103324,8368390,-359269,2597769,1438.08,1039,1018.23,166.99,104.11,90.09,307000
20140418_01,308500,111047,8479437,-347881,2594265,1434.52,1038.3,1013.96,166.84,104.15,90.07,308500
20140418_02,311000,111047,8479437,-347881,2594265,1434.52,1038.3,1013.96,166.84,104.15,90.07,308500
20140418_03,313500,111047,8479437,-347881,2594265,1434.52,1038.3,1013.96,166.84,104.15,90.07,308500
20140421_01,307500,101634,8377803,-334183,2582270,1436.24,1038.8,1012.97,166.8,104.22,90.05,312000
20140421_02,310000,101634,8377803,-334183,2582270,1436.24,1038.8,1012.97,166.8,104.22,90.05,312000
20140421_03,312500,101634,8377803,-334183,2582270,1436.24,1038.8,1012.97,166.8,104.22,90.05,312000
20140422_01,306500,91023,8286780,-326639,2573017,1433.58,1038.3,1012.88,166.5,104.32,90.04,310500
20140422_02,309000,91023,8286780,-326639,2573017,1433.58,1038.3,1012.88,166.5,104.32,90.04,310500
20140422_03,311500,91023,8286780,-326639,2573017,1433.58,1038.3,1012.88,166.5,104.32,90.04,310500
20140423_01,304000,122039,8164741,-320614,2561020,1439.29,1039.5,1014.44,166.59,104.44,90.02,308500
20140423_02,308000,122039,8164741,-320614,2561020,1439.29,1039.5,1014.44,166.59,104.44,90.02,308500
20140423_03,312000,122039,8164741,-320614,2561020,1439.29,1039.5,1014.44,166.59,104.44,90.02,308500
20140424_01,305000,121799,8286540,-324718,2568902,1438.56,1039.5,1015.04,166.4,104.59,90.01,304500
20140424_02,307000,121799,8286540,-324718,2568902,1438.56,1039.5,1015.04,166.4,104.59,90.01,304500
20140424_03,309000,121799,8286540,-324718,2568902,1438.56,1039.5,1015.04,166.4,104.59,90.01,304500
20140425_01,300000,222424,8064116,-342615,2574317,1439.53,1040.5,1017.8,166.27,104.75,90,308000
20140425_02,304000,222424,8064116,-342615,2574317,1439.53,1040.5,1017.8,166.27,104.75,90,308000
20140425_03,308000,222424,8064116,-342615,2574317,1439.53,1040.5,1017.8,166.27,104.75,90,308000
20140428_01,300500,190826,7873290,-348736,2578004,1434.85,1034.5,1012.03,165.43,104.92,89.98,302000
20140428_02,302250,190826,7873290,-348736,2578004,1434.85,1034.5,1012.03,165.43,104.92,89.98,302000
20140428_03,304000,190826,7873290,-348736,2578004,1434.85,1034.5,1012.03,165.43,104.92,89.98,302000
20140429_01,300000,128626,7744664,-344481,2568826,1428.92,1030.3,1003.51,164.67,105.1,89.97,301500
20140429_02,301500,128626,7744664,-344481,2568826,1428.92,1030.3,1003.51,164.67,105.1,89.97,301500
20140429_03,303000,128626,7744664,-344481,2568826,1428.92,1030.3,1003.51,164.67,105.1,89.97,301500
20140430_01,291500,282914,7461750,-365923,2567670,1423.23,1032,1007.12,164.76,105.28,89.96,301000
