,주가,거래량,OBV,기관_순매수누적,외국인_순매수누적,유로,달러,엔화,위안,소비자심리지수,자동차판매,예상종가
20080701_01,81400,694907,6230077,151547,519783,1647.98,1047,988.2,152.71,75,63.5,84700
20080701_02,82950,694907,6230077,151547,519783,1647.98,1047,988.2,152.71,75,63.5,84700
20080701_03,84500,694907,6230077,151547,519783,1647.98,1047,988.2,152.71,75,63.5,84700
20080702_01,80600,366141,5863936,160773,514867,1649.9,1042,982.56,151.98,76.27,63.5,82700
20080702_02,82200,366141,5863936,160773,514867,1649.9,1042,982.56,151.98,76.27,63.5,82700
20080702_03,83800,366141,5863936,160773,514867,1649.9,1042,982.56,151.98,76.27,63.5,82700
20080703_01,80400,403055,5460881,170034,508888,1660.3,1045,986.04,152.51,77.53,63.49,81800
20080703_02,81350,403055,5460881,170034,508888,1660.3,1045,986.04,152.51,77.53,63.49,81800
20080703_03,82300,403055,5460881,170034,508888,1660.3,1045,986.04,152.51,77.53,63.49,81800
20080704_01,80800,252343,5208538,179613,500059,1649.65,1050.4,983.98,153.34,78.78,63.48,81500
20080704_02,81800,252343,5208538,179613,500059,1649.65,1050.4,983.98,153.34,78.78,63.48,81500
20080704_03,82800,252343,5208538,179613,500059,1649.65,1050.4,983.98,153.34,78.78,63.48,81500
20080707_01,79400,330744,5539282,185308,500423,1630.05,1042.9,970.14,152.2,80,63.47,80800
20080707_02,81100,330744,5539282,185308,500423,1630.05,1042.9,970.14,152.2,80,63.47,80800
20080707_03,82800,330744,5539282,185308,500423,1630.05,1042.9,970.14,152.2,80,63.47,80800
20080708_01,78500,407965,5131317,195821,492085,1620.31,1032.7,966.68,150.67,81.2,63.46,81300
20080708_02,79900,407965,5131317,195821,492085,1620.31,1032.7,966.68,150.67,81.2,63.46,81300
20080708_03,81300,407965,5131317,195821,492085,1620.31,1032.7,966.68,150.67,81.2,63.46,81300
20080709_01,76900,741513,4389804,209254,475674,1580,1006.5,937.41,146.85,82.36,63.44,79700
20080709_02,78900,741513,4389804,209254,475674,1580,1006.5,937.41,146.85,82.36,63.44,79700
20080709_03,80900,741513,4389804,209254,475674,1580,1006.5,937.41,146.85,82.36,63.44,79700
20080710_01,76700,595821,3793983,214491,472526,1578.3,1003.5,935.75,146.62,83.49,63.42,78000
20080710_02,77600,595821,3793983,214491,472526,1578.3,1003.5,935.75,146.62,83.49,63.42,78000
20080710_03,78500,595821,3793983,214491,472526,1578.3,1003.5,935.75,146.62,83.49,63.42,78000
20080711_01,77000,476394,4270377,213229,466095,1582.13,1003,935.02,146.72,84.57,63.39,78000
20080711_02,78300,476394,4270377,213229,466095,1582.13,1003,935.02,146.72,84.57,63.39,78000
20080711_03,79600,476394,4270377,213229,466095,1582.13,1003,935.02,146.72,84.57,63.39,78000
20080714_01,77600,314606,3955771,214599,461117,1594.7,1004.6,941.96,147.15,85.6,63.37,78900
20080714_02,78450,314606,3955771,214599,461117,1594.7,1004.6,941.96,147.15,85.6,63.37,78900
20080714_03,79300,314606,3955771,214599,461117,1594.7,1004.6,941.96,147.15,85.6,63.37,78900
20080715_01,75600,313656,3642115,217446,459521,1613.26,1010.5,956.73,148.02,86.58,63.34,78200
20080715_02,76800,313656,3642115,217446,459521,1613.26,1010.5,956.73,148.02,86.58,63.34,78200
20080715_03,78000,313656,3642115,217446,459521,1613.26,1010.5,956.73,148.02,86.58,63.34,78200
20080716_01,76000,303282,3945397,224357,455045,1605.8,1009.3,968.15,148.1,87.5,63.3,76400
20080716_02,76950,303282,3945397,224357,455045,1605.8,1009.3,968.15,148.1,87.5,63.3,76400
20080716_03,77900,303282,3945397,224357,455045,1605.8,1009.3,968.15,148.1,87.5,63.3,76400
20080717_01,77000,274834,3670563,226186,450133,1605.29,1012.8,962.55,148.57,88.36,63.27,77000
20080717_02,77950,274834,3670563,226186,450133,1605.29,1012.8,962.55,148.57,88.36,63.27,77000
20080717_03,78900,274834,3670563,226186,450133,1605.29,1012.8,962.55,148.57,88.36,63.27,77000
20080718_01,76900,253429,3923992,228720,450818,1607.68,1013.8,953.72,148.72,89.14,63.23,77000
20080718_02,78000,253429,3923992,228720,450818,1607.68,1013.8,953.72,148.72,89.14,63.23,77000
20080718_03,79100,253429,3923992,228720,450818,1607.68,1013.8,953.72,148.72,89.14,63.23,77000
20080721_01,78200,533862,4457854,236991,440800,1617.95,1019.5,956.38,149.57,89.85,63.2,77300
20080721_02,79300,533862,4457854,236991,440800,1617.95,1019.5,956.38,149.57,89.85,63.2,77300
20080721_03,80400,533862,4457854,236991,440800,1617.95,1019.5,956.38,149.57,89.85,63.2,77300
20080722_01,79300,191384,4649238,239045,440299,1619.51,1017.6,955.13,149.3,90.47,63.16,79800
20080722_02,80050,191384,4649238,239045,440299,1619.51,1017.6,955.13,149.3,90.47,63.16,79800
20080722_03,80800,191384,4649238,239045,440299,1619.51,1017.6,955.13,149.3,90.47,63.16,79800
20080723_01,80500,836919,5486157,278110,399490,1597.95,1013.8,940.88,148.72,91.01,63.11,80300
20080723_02,81900,836919,5486157,278110,399490,1597.95,1013.8,940.88,148.72,91.01,63.11,80300
20080723_03,83300,836919,5486157,278110,399490,1597.95,1013.8,940.88,148.72,91.01,63.11,80300
20080724_01,82200,746648,6232805,294339,389721,1579.43,1007.1,933.97,147.5,91.45,63.07,81800
20080724_02,83800,746648,6232805,294339,389721,1579.43,1007.1,933.97,147.5,91.45,63.07,81800
20080724_03,85400,746648,6232805,294339,389721,1579.43,1007.1,933.97,147.5,91.45,63.07,81800
20080725_01,83100,468807,5763998,292755,397201,1586,1010,945.87,148.09,91.8,63.03,85000
20080725_02,84300,468807,5763998,292755,397201,1586,1010,945.87,148.09,91.8,63.03,85000
20080725_03,85500,468807,5763998,292755,397201,1586,1010,945.87,148.09,91.8,63.03,85000
20080728_01,84100,324158,6088156,300136,391680,1579.42,1006,933.64,147.51,92.04,62.98,84900
20080728_02,84950,324158,6088156,300136,391680,1579.42,1006,933.64,147.51,92.04,62.98,84900
20080728_03,85800,324158,6088156,300136,391680,1579.42,1006,933.64,147.51,92.04,62.98,84900
20080729_01,82000,705281,6793437,311793,379682,1588.86,1008.8,937.55,147.54,92.17,62.93,85800
20080729_02,84400,705281,6793437,311793,379682,1588.86,1008.8,937.55,147.54,92.17,62.93,85800
20080729_03,86800,705281,6793437,311793,379682,1588.86,1008.8,937.55,147.54,92.17,62.93,85800
20080730_01,87300,824270,7617707,321476,375591,1580.05,1013.5,937.73,148.56,92.2,62.88,86100
20080730_02,88700,824270,7617707,321476,375591,1580.05,1013.5,937.73,148.56,92.2,62.88,86100
20080730_03,90100,824270,7617707,321476,375591,1580.05,1013.5,937.73,148.56,92.2,62.88,86100
20080731_01,87500,511923,7105784,296443,400099,1581.91,1012.1,938.69,148.26,92.19,62.8,88800
20080731_02,89000,511923,7105784,296443,400099,1581.91,1012.1,938.69,148.26,92.19,62.8,88800
20080731_03,90500,511923,7105784,296443,400099,1581.91,1012.1,938.69,148.26,92.19,62.8,88800
20080801_01,86700,348366,6757418,297839,400711,1579.83,1014.6,944.25,148.52,92.18,62.7,88700
20080801_02,87950,348366,6757418,297839,400711,1579.83,1014.6,944.25,148.52,92.18,62.7,88700
20080801_03,89200,348366,6757418,297839,400711,1579.83,1014.6,944.25,148.52,92.18,62.7,88700
20080804_01,85000,278128,6479290,300561,399998,1584.8,1017.4,944.4,148.69,92.17,62.56,88000
20080804_02,86950,278128,6479290,300561,399998,1584.8,1017.4,944.4,148.69,92.17,62.56,88000
20080804_03,88900,278128,6479290,300561,399998,1584.8,1017.4,944.4,148.69,92.17,62.56,88000
20080805_01,86000,412824,6892114,309177,396291,1579.07,1017.9,943.55,148.69,92.15,62.4,87300
20080805_02,87450,412824,6892114,309177,396291,1579.07,1017.9,943.55,148.69,92.15,62.4,87300
20080805_03,88900,412824,6892114,309177,396291,1579.07,1017.9,943.55,148.69,92.15,62.4,87300
20080806_01,87500,388487,7280601,324039,380404,1575.97,1015.9,937.61,148.19,92.12,62.23,87500
20080806_02,88750,388487,7280601,324039,380404,1575.97,1015.9,937.61,148.19,92.12,62.23,87500
20080806_03,90000,388487,7280601,324039,380404,1575.97,1015.9,937.61,148.19,92.12,62.23,87500
20080807_01,87500,460448,6820153,321743,384639,1572.32,1016.5,928.82,148.42,92.08,62.03,88500
20080807_02,88750,460448,6820153,321743,384639,1572.32,1016.5,928.82,148.42,92.08,62.03,88500
20080807_03,90000,460448,6820153,321743,384639,1572.32,1016.5,928.82,148.42,92.08,62.03,88500
20080808_01,88100,388190,7208343,317462,392762,1559.32,1027.9,935.05,149.95,92.05,61.83,88100
20080808_02,89450,388190,7208343,317462,392762,1559.32,1027.9,935.05,149.95,92.05,61.83,88100
20080808_03,90800,388190,7208343,317462,392762,1559.32,1027.9,935.05,149.95,92.05,61.83,88100
20080811_01,90000,313943,7522286,320095,390643,1553.94,1033,940.63,150.65,92,61.61,89500
20080811_02,90750,313943,7522286,320095,390643,1553.94,1033,940.63,150.65,92,61.61,89500
20080811_03,91500,313943,7522286,320095,390643,1553.94,1033,940.63,150.65,92,61.61,89500
20080812_01,88800,195066,7327220,321640,390119,1541.7,1034.7,941.49,150.91,91.95,61.39,90000
20080812_02,90150,195066,7327220,321640,390119,1541.7,1034.7,941.49,150.91,91.95,61.39,90000
20080812_03,91500,195066,7327220,321640,390119,1541.7,1034.7,941.49,150.91,91.95,61.39,90000
20080813_01,88000,221758,7548978,317988,394932,1554.73,1039.4,954.45,151.39,91.9,61.17,88800
20080813_02,88900,221758,7548978,317988,394932,1554.73,1039.4,954.45,151.39,91.9,61.17,88800
20080813_03,89800,221758,7548978,317988,394932,1554.73,1039.4,954.45,151.39,91.9,61.17,88800
20080814_01,88500,325256,7223722,316691,400808,1551.17,1039.8,949.24,151.8,91.84,60.95,89300
20080814_02,89550,325256,7223722,316691,400808,1551.17,1039.8,949.24,151.8,91.84,60.95,89300
20080814_03,90600,325256,7223722,316691,400808,1551.17,1039.8,949.24,151.8,91.84,60.95,89300
20080818_01,86500,398327,6825395,316937,399936,1544.49,1046.9,950.43,152.39,91.78,60.74,88900
20080818_02,87700,398327,6825395,316937,399936,1544.49,1046.9,950.43,152.39,91.78,60.74,88900
20080818_03,88900,398327,6825395,316937,399936,1544.49,1046.9,950.43,152.39,91.78,60.74,88900
20080819_01,86400,271716,6553679,318393,399513,1536.95,1049.4,953.13,152.73,91.71,60.54,88500
20080819_02,87450,271716,6553679,318393,399513,1536.95,1049.4,953.13,152.73,91.71,60.54,88500
20080819_03,88500,271716,6553679,318393,399513,1536.95,1049.4,953.13,152.73,91.71,60.54,88500
20080820_01,88000,305939,6859618,313969,405105,1548.03,1049.3,953.39,152.96,91.64,60.35,88200
20080820_02,88900,305939,6859618,313969,405105,1548.03,1049.3,953.39,152.96,91.64,60.35,88200
20080820_03,89800,305939,6859618,313969,405105,1548.03,1049.3,953.39,152.96,91.64,60.35,88200
20080821_01,88200,227122,7086740,308713,412987,1559.92,1054,968.31,153.76,91.57,60.18,88600
20080821_02,89100,227122,7086740,308713,412987,1559.92,1054,968.31,153.76,91.57,60.18,88600
20080821_03,90000,227122,7086740,308713,412987,1559.92,1054,968.31,153.76,91.57,60.18,88600
20080822_01,87200,349984,7436724,315216,413777,1581.21,1063.5,974.44,155.39,91.49,60.03,89000
20080822_02,88600,349984,7436724,315216,413777,1581.21,1063.5,974.44,155.39,91.49,60.03,89000
20080822_03,90000,349984,7436724,315216,413777,1581.21,1063.5,974.44,155.39,91.49,60.03,89000
20080825_01,88400,261346,7175378,318520,408989,1589.65,1078.9,981.26,157.87,91.4,59.9,90000
20080825_02,89450,261346,7175378,318520,408989,1589.65,1078.9,981.26,157.87,91.4,59.9,90000
20080825_03,90500,261346,7175378,318520,408989,1589.65,1078.9,981.26,157.87,91.4,59.9,90000
20080826_01,87800,506441,7681819,330598,404163,1599.78,1089.4,993.07,159.07,91.32,59.8,89100
20080826_02,89350,506441,7681819,330598,404163,1599.78,1089.4,993.07,159.07,91.32,59.8,89100
20080826_03,90900,506441,7681819,330598,404163,1599.78,1089.4,993.07,159.07,91.32,59.8,89100
20080827_01,88700,365354,7316465,325635,410478,1596.01,1084.1,992.77,158.49,91.23,59.73,90900
20080827_02,90100,365354,7316465,325635,410478,1596.01,1084.1,992.77,158.49,91.23,59.73,90900
20080827_03,91500,365354,7316465,325635,410478,1596.01,1084.1,992.77,158.49,91.23,59.73,90900
20080828_01,87700,305207,7011258,322556,413779,1597.39,1081.8,992.29,158.41,91.13,59.7,90500
20080828_02,89000,305207,7011258,322556,413779,1597.39,1081.8,992.29,158.41,91.13,59.7,90500
20080828_03,90300,305207,7011258,322556,413779,1597.39,1081.8,992.29,158.41,91.13,59.7,90500
20080829_01,90400,395731,7406989,321740,420755,1606.28,1089,1001.47,159.21,91.01,59.71,89900
20080829_02,91200,395731,7406989,321740,420755,1606.28,1089,1001.47,159.21,91.01,59.71,89900
20080829_03,92000,395731,7406989,321740,420755,1606.28,1089,1001.47,159.21,91.01,59.71,89900
20080901_01,89700,445531,7852520,328222,427802,1634.83,1116,1036.5,162.95,90.78,59.77,91000
20080901_02,91000,445531,7852520,328222,427802,1634.83,1116,1036.5,162.95,90.78,59.77,91000
20080901_03,92300,445531,7852520,328222,427802,1634.83,1116,1036.5,162.95,90.78,59.77,91000
20080902_01,90700,470689,8323209,336850,427399,1644.87,1134,1047.48,165.69,90.45,59.86,91200
20080902_02,91400,470689,8323209,336850,427399,1644.87,1134,1047.48,165.69,90.45,59.86,91200
20080902_03,92100,470689,8323209,336850,427399,1644.87,1134,1047.48,165.69,90.45,59.86,91200
20080903_01,89600,477514,7845695,324712,440238,1657.29,1148.5,1053.19,168.08,90.03,59.99,92000
20080903_02,91800,477514,7845695,324712,440238,1657.29,1148.5,1053.19,168.08,90.03,59.99,92000
20080903_03,94000,477514,7845695,324712,440238,1657.29,1148.5,1053.19,168.08,90.03,59.99,92000
20080904_01,89000,246300,8091995,321254,445622,1636.64,1126,1038.55,164.54,89.53,60.16,90600
20080904_02,90500,246300,8091995,321254,445622,1636.64,1126,1038.55,164.54,89.53,60.16,90600
20080904_03,92000,246300,8091995,321254,445622,1636.64,1126,1038.55,164.54,89.53,60.16,90600
20080905_01,89100,381759,7710236,315859,453498,1600.41,1120.5,1052.41,163.91,88.96,60.35,91600
20080905_02,90500,381759,7710236,315859,453498,1600.41,1120.5,1052.41,163.91,88.96,60.35,91600
20080905_03,91900,381759,7710236,315859,453498,1600.41,1120.5,1052.41,163.91,88.96,60.35,91600
20080908_01,91600,545743,8255979,300049,471779,1553.52,1086,997.61,158.96,88.34,60.56,91000
20080908_02,92750,545743,8255979,300049,471779,1553.52,1086,997.61,158.96,88.34,60.56,91000
20080908_03,93900,545743,8255979,300049,471779,1553.52,1086,997.61,158.96,88.34,60.56,91000
20080909_01,89800,545547,7710432,287445,477052,1555.48,1101.3,1023.7,160.98,87.66,60.79,93900
20080909_02,91750,545547,7710432,287445,477052,1555.48,1101.3,1023.7,160.98,87.66,60.79,93900
20080909_03,93700,545547,7710432,287445,477052,1555.48,1101.3,1023.7,160.98,87.66,60.79,93900
20080910_01,85100,1132219,6578213,260725,487920,1546.76,1092.5,1018.55,159.78,86.94,61.03,90000
20080910_02,87550,1132219,6578213,260725,487920,1546.76,1092.5,1018.55,159.78,86.94,61.03,90000
20080910_03,90000,1132219,6578213,260725,487920,1546.76,1092.5,1018.55,159.78,86.94,61.03,90000
20080911_01,84000,1229669,5348544,255279,492927,1545.25,1108.5,1034.82,161.97,86.2,61.28,86300
20080911_02,85850,1229669,5348544,255279,492927,1545.25,1108.5,1034.82,161.97,86.2,61.28,86300
20080911_03,87700,1229669,5348544,255279,492927,1545.25,1108.5,1034.82,161.97,86.2,61.28,86300
20080912_01,85500,394388,4954156,248906,495644,1561.8,1110.1,1031.88,162.3,85.44,61.54,86000
20080912_02,86600,394388,4954156,248906,495644,1561.8,1110.1,1031.88,162.3,85.44,61.54,86000
20080912_03,87700,394388,4954156,248906,495644,1561.8,1110.1,1031.88,162.3,85.44,61.54,86000
20080916_01,81000,541287,4412869,248689,507591,1656.05,1161,1118.17,169.74,84.67,61.79,86000
20080916_02,83350,541287,4412869,248689,507591,1656.05,1161,1118.17,169.74,84.67,61.79,86000
20080916_03,85700,541287,4412869,248689,507591,1656.05,1161,1118.17,169.74,84.67,61.79,86000
20080917_01,83500,618299,3794570,249076,493399,1596.42,1121,1062.26,164.13,83.9,62.04,85300
20080917_02,84850,618299,3794570,249076,493399,1596.42,1121,1062.26,164.13,83.9,62.04,85300
20080917_03,86200,618299,3794570,249076,493399,1596.42,1121,1062.26,164.13,83.9,62.04,85300
20080918_01,80300,599981,3194589,251619,487996,1644.78,1143,1086.81,167.35,83.15,62.27,84200
20080918_02,81400,599981,3194589,251619,487996,1644.78,1143,1086.81,167.35,83.15,62.27,84200
20080918_03,82500,599981,3194589,251619,487996,1644.78,1143,1086.81,167.35,83.15,62.27,84200
20080919_01,83200,612430,3807019,256508,494315,1613.57,1136,1056.35,166.33,82.42,62.49,81200
20080919_02,85600,612430,3807019,256508,494315,1613.57,1136,1056.35,166.33,82.42,62.49,81200
20080919_03,88000,612430,3807019,256508,494315,1613.57,1136,1056.35,166.33,82.42,62.49,81200
20080922_01,84300,447768,4254787,262577,496633,1658.88,1137,1071.02,166.64,81.72,62.69,84900
20080922_02,86350,447768,4254787,262577,496633,1658.88,1137,1071.02,166.64,81.72,62.69,84900
20080922_03,88400,447768,4254787,262577,496633,1658.88,1137,1071.02,166.64,81.72,62.69,84900
20080923_01,86900,512752,4767539,266918,497224,1682.84,1143,1080.34,167.77,81.07,62.86,87000
20080923_02,88400,512752,4767539,266918,497224,1682.84,1143,1080.34,167.77,81.07,62.86,87000
20080923_03,89900,512752,4767539,266918,497224,1682.84,1143,1080.34,167.77,81.07,62.86,87000
20080924_01,89100,455533,5223072,269803,504071,1694.81,1154.5,1088.12,169.53,80.47,63,89700
20080924_02,90800,455533,5223072,269803,504071,1694.81,1154.5,1088.12,169.53,80.47,63,89700
20080924_03,92500,455533,5223072,269803,504071,1694.81,1154.5,1088.12,169.53,80.47,63,89700
20080925_01,88500,303211,4919861,261826,513103,1699.58,1155,1091.17,169.35,79.93,63.11,91000
20080925_02,90150,303211,4919861,261826,513103,1699.58,1155,1091.17,169.35,79.93,63.11,91000
20080925_03,91800,303211,4919861,261826,513103,1699.58,1155,1091.17,169.35,79.93,63.11,91000
20080926_01,89900,249568,5169429,259680,520397,1700.73,1166,1106.79,170.47,79.47,63.18,90800
20080926_02,91300,249568,5169429,259680,520397,1700.73,1166,1106.79,170.47,79.47,63.18,90800
20080926_03,92700,249568,5169429,259680,520397,1700.73,1166,1106.79,170.47,79.47,63.18,90800
20080929_01,89500,366723,4802706,248301,533032,1699.29,1185,1116.03,173.17,79.09,63.2,91400
20080929_02,90850,366723,4802706,248301,533032,1699.29,1185,1116.03,173.17,79.09,63.2,91400
20080929_03,92200,366723,4802706,248301,533032,1699.29,1185,1116.03,173.17,79.09,63.2,91400
20080930_01,87000,467479,5270185,253836,534937,1733.25,1207,1152.38,176.51,78.77,63.15,91200
20080930_02,90100,467479,5270185,253836,534937,1733.25,1207,1152.38,176.51,78.77,63.15,91200
20080930_03,93200,467479,5270185,253836,534937,1733.25,1207,1152.38,176.51,78.77,63.15,91200
20081001_01,89900,611387,4658798,251854,531423,1677.11,1187,1116.44,173.54,78.47,63.01,91900
20081001_02,90900,611387,4658798,251854,531423,1677.11,1187,1116.44,173.54,78.47,63.01,91900
20081001_03,91900,611387,4658798,251854,531423,1677.11,1187,1116.44,173.54,78.47,63.01,91900
20081002_01,91500,655025,5313823,246293,554257,1701.89,1223.5,1162.14,178.93,78.18,62.8,91600
20081002_02,92850,655025,5313823,246293,554257,1701.89,1223.5,1162.14,178.93,78.18,62.8,91600
20081002_03,94200,655025,5313823,246293,554257,1701.89,1223.5,1162.14,178.93,78.18,62.8,91600
20081006_01,88500,576463,4737360,251247,550409,1729.03,1272,1231.36,185.83,77.91,62.5,93600
20081006_02,90750,576463,4737360,251247,550409,1729.03,1272,1231.36,185.83,77.91,62.5,93600
20081006_03,93000,576463,4737360,251247,550409,1729.03,1272,1231.36,185.83,77.91,62.5,93600
20081007_01,91200,598443,5335803,271892,539556,1775.79,1312,1286.91,191.95,77.65,62.15,92800
20081007_02,92800,598443,5335803,271892,539556,1775.79,1312,1286.91,191.95,77.65,62.15,92800
20081007_03,94400,598443,5335803,271892,539556,1775.79,1312,1286.91,191.95,77.65,62.15,92800
20081008_01,92100,735754,4600049,276778,551032,1904.18,1395,1391.94,204.4,77.4,61.73,93600
20081008_02,93750,735754,4600049,276778,551032,1904.18,1395,1391.94,204.4,77.4,61.73,93600
20081008_03,95400,735754,4600049,276778,551032,1904.18,1395,1391.94,204.4,77.4,61.73,93600
20081009_01,91200,505691,5105740,282086,555681,1890.62,1373,1357.26,201.38,77.17,61.27,93600
20081009_02,93600,505691,5105740,282086,555681,1890.62,1373,1357.26,201.38,77.17,61.27,93600
20081009_03,96000,505691,5105740,282086,555681,1890.62,1373,1357.26,201.38,77.17,61.27,93600
20081010_01,87600,525187,4580553,277183,558285,1750.61,1284,1297.76,188.26,76.94,60.76,94900
20081010_02,90550,525187,4580553,277183,558285,1750.61,1284,1297.76,188.26,76.94,60.76,94900
20081010_03,93500,525187,4580553,277183,558285,1750.61,1284,1297.76,188.26,76.94,60.76,94900
20081013_01,86000,832459,3748094,260557,567920,1686.52,1236,1229.85,181.07,76.73,60.22,90000
20081013_02,89450,832459,3748094,260557,567920,1686.52,1236,1229.85,181.07,76.73,60.22,90000
20081013_03,92900,832459,3748094,260557,567920,1686.52,1236,1229.85,181.07,76.73,60.22,90000
20081014_01,87100,475598,4223692,246731,581180,1645.07,1205,1177.1,176.43,76.51,59.66,86700
20081014_02,88950,475598,4223692,246731,581180,1645.07,1205,1177.1,176.43,76.51,59.66,86700
20081014_03,90800,475598,4223692,246731,581180,1645.07,1205,1177.1,176.43,76.51,59.66,86700
20081015_01,87300,416766,4640458,240364,590552,1691.85,1243,1224.15,181.99,76.31,59.08,89100
20081015_02,89300,416766,4640458,240364,590552,1691.85,1243,1224.15,181.99,76.31,59.08,89100
20081015_03,91300,416766,4640458,240364,590552,1691.85,1243,1224.15,181.99,76.31,59.08,89100
20081016_01,82900,639049,4001409,245901,582840,1811.04,1345,1338.31,196.93,76.11,58.48,90800
20081016_02,85650,639049,4001409,245901,582840,1811.04,1345,1338.31,196.93,76.11,58.48,90800
20081016_03,88400,639049,4001409,245901,582840,1811.04,1345,1338.31,196.93,76.11,58.48,90800
20081017_01,83000,608002,3393407,238941,595435,1760.25,1310,1296.39,191.74,75.91,57.89,86300
20081017_02,85950,608002,3393407,238941,595435,1760.25,1310,1296.39,191.74,75.91,57.89,86300
20081017_03,88900,608002,3393407,238941,595435,1760.25,1310,1296.39,191.74,75.91,57.89,86300
20081020_01,84800,595256,3988663,244978,595371,1773.94,1315,1287.45,192.56,75.71,57.3,85800
20081020_02,87800,595256,3988663,244978,595371,1773.94,1315,1287.45,192.56,75.71,57.3,85800
20081020_03,90800,595256,3988663,244978,595371,1773.94,1315,1287.45,192.56,75.71,57.3,85800
20081021_01,87700,319657,3669006,234128,603559,1757.22,1325.5,1308.88,193.96,75.51,56.72,90100
20081021_02,89450,319657,3669006,234128,603559,1757.22,1325.5,1308.88,193.96,75.51,56.72,90100
20081021_03,91200,319657,3669006,234128,603559,1757.22,1325.5,1308.88,193.96,75.51,56.72,90100
20081022_01,80700,504746,3164260,230503,604382,1753.91,1363,1374.82,199.33,75.31,56.17,87700
20081022_02,84750,504746,3164260,230503,604382,1753.91,1363,1374.82,199.33,75.31,56.17,87700
20081022_03,88800,504746,3164260,230503,604382,1753.91,1363,1374.82,199.33,75.31,56.17,87700
20081023_01,75700,584365,2579895,233410,602949,1806.79,1408.8,1443,206.15,75.1,55.64,83000
20081023_02,79200,584365,2579895,233410,602949,1806.79,1408.8,1443,206.15,75.1,55.64,83000
20081023_03,82700,584365,2579895,233410,602949,1806.79,1408.8,1443,206.15,75.1,55.64,83000
20081024_01,68100,647212,1932683,237927,599552,1813.68,1440,1526.23,210.37,74.89,55.15,80100
20081024_02,73950,647212,1932683,237927,599552,1813.68,1440,1526.23,210.37,74.89,55.15,80100
20081024_03,79800,647212,1932683,237927,599552,1813.68,1440,1526.23,210.37,74.89,55.15,80100
20081027_01,67500,958043,2890726,265396,576210,1810.27,1454.5,1569.89,212.34,74.67,54.71,70500
20081027_02,72550,958043,2890726,265396,576210,1810.27,1454.5,1569.89,212.34,74.67,54.71,70500
20081027_03,77600,958043,2890726,265396,576210,1810.27,1454.5,1569.89,212.34,74.67,54.71,70500
20081028_01,71100,1116230,4006956,290241,546365,1833.53,1466,1546.74,214.26,74.45,54.32,77600
20081028_02,76500,1116230,4006956,290241,546365,1833.53,1466,1546.74,214.26,74.45,54.32,77600
20081028_03,81900,1116230,4006956,290241,546365,1833.53,1466,1546.74,214.26,74.45,54.32,77600
20081029_01,74700,797711,3209245,303335,533072,1802.69,1420,1466.18,207.6,74.22,53.99,79400
20081029_02,79050,797711,3209245,303335,533072,1802.69,1420,1466.18,207.6,74.22,53.99,79400
20081029_03,83400,797711,3209245,303335,533072,1802.69,1420,1466.18,207.6,74.22,53.99,79400
20081030_01,75200,1222838,4432083,305518,519146,1671.78,1269,1287.93,185.8,73.96,53.66,75000
20081030_02,79050,1222838,4432083,305518,519146,1671.78,1269,1287.93,185.8,73.96,53.66,75000
20081030_03,82900,1222838,4432083,305518,519146,1671.78,1269,1287.93,185.8,73.96,53.66,75000
20081031_01,71900,2807354,1624729,278808,523037,1650.15,1298,1335.39,189.74,73.69,53.32,80000
20081031_02,75450,2807354,1624729,278808,523037,1650.15,1298,1335.39,189.74,73.69,53.32,80000
20081031_03,79000,2807354,1624729,278808,523037,1650.15,1298,1335.39,189.74,73.69,53.32,80000
20081103_01,73700,1634024,3258753,336126,470062,1617.65,1263,1274.47,184.78,73.4,52.98,74900
20081103_02,75750,1634024,3258753,336126,470062,1617.65,1263,1274.47,184.78,73.4,52.98,74900
20081103_03,77800,1634024,3258753,336126,470062,1617.65,1263,1274.47,184.78,73.4,52.98,74900
20081104_01,76300,852145,4110898,357985,456513,1616.51,1280,1291.23,187.22,73.1,52.64,76000
20081104_02,77350,852145,4110898,357985,456513,1616.51,1280,1291.23,187.22,73.1,52.64,76000
20081104_03,78400,852145,4110898,357985,456513,1616.51,1280,1291.23,187.22,73.1,52.64,76000
20081105_01,77800,1183771,5294669,370801,450124,1623.65,1266,1278.79,185.3,72.79,52.29,77900
20081105_02,79550,1183771,5294669,370801,450124,1623.65,1266,1278.79,185.3,72.79,52.29,77900
20081105_03,81300,1183771,5294669,370801,450124,1623.65,1266,1278.79,185.3,72.79,52.29,77900
20081106_01,72900,1137137,4157532,401901,414157,1711.43,1327,1352.98,194.29,72.48,51.95,79600
20081106_02,74700,1137137,4157532,401901,414157,1711.43,1327,1352.98,194.29,72.48,51.95,79600
20081106_03,76500,1137137,4157532,401901,414157,1711.43,1327,1352.98,194.29,72.48,51.95,79600
20081107_01,71300,913496,5071028,431777,381100,1693.97,1323,1358.04,193.79,72.16,51.61,74600
20081107_02,73700,913496,5071028,431777,381100,1693.97,1323,1358.04,193.79,72.16,51.61,74600
20081107_03,76100,913496,5071028,431777,381100,1693.97,1323,1358.04,193.79,72.16,51.61,74600
20081110_01,73500,484727,5555755,436741,379140,1706.91,1333,1345.51,195.25,71.85,51.29,75700
20081110_02,75250,484727,5555755,436741,379140,1706.91,1333,1345.51,195.25,71.85,51.29,75700
20081110_03,77000,484727,5555755,436741,379140,1706.91,1333,1345.51,195.25,71.85,51.29,75700
